Arduino to MATLAB PPM Reader; by Gabriel Staples; 3 April 2014
Note: all of the channel PPM values read in by the Arduino are one or more loop iterations old; ex (if we are only preloading the serial buffer with ONE data packet): the PPM values that the Arduino is grabbing this loop will not be read into MATLAB until the next loop; and the PPM values being recorded this loop are the values the Arduino grabbed during the previous loop.

1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
packet_num(-), Arduino time stamp--t(ms), PPM_gap, PPM_pd(us),PPM_freq(Hz), t_since_interrupt(ms), Tx_on(-),Bytes_avail_in_MATLAB_serial_buffer, Bad_packet_cnt,Ch1(us), Ch2(us), Ch3(us), Ch4(us), Ch5(us), Ch6(us), Ch7(us), Ch8(us)
11.0000,4098.0000,0.0000,0.0000,4294967295.0000,4098.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12.0000,4217.0000,0.0000,0.0000,4294967295.0000,4217.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13.0000,4338.0000,0.0000,0.0000,4294967295.0000,4338.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14.0000,4460.0000,0.0000,0.0000,4294967295.0000,4460.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15.0000,4593.0000,0.0000,0.0000,4294967295.0000,4593.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
16.0000,4754.0000,0.0000,0.0000,4294967295.0000,4754.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17.0000,4875.0000,0.0000,0.0000,4294967295.0000,4875.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
18.0000,4995.0000,0.0000,0.0000,4294967295.0000,4995.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19.0000,5120.0000,0.0000,0.0000,4294967295.0000,5120.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
20.0000,5249.0000,0.0000,0.0000,4294967295.0000,5249.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21.0000,5370.0000,0.0000,0.0000,4294967295.0000,5370.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
22.0000,5489.0000,0.0000,0.0000,4294967295.0000,5489.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23.0000,5620.0000,0.0000,0.0000,4294967295.0000,5620.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24.0000,5744.0000,0.0000,0.0000,4294967295.0000,5744.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25.0000,5880.0000,0.0000,0.0000,4294967295.0000,5880.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
26.0000,6007.0000,0.0000,0.0000,4294967295.0000,6007.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
27.0000,6139.0000,0.0000,0.0000,4294967295.0000,6139.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
28.0000,6265.0000,0.0000,0.0000,4294967295.0000,6265.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29.0000,6391.0000,0.0000,0.0000,4294967295.0000,6391.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.0000,6516.0000,0.0000,0.0000,4294967295.0000,6516.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.0000,6639.0000,0.0000,0.0000,4294967295.0000,6639.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.0000,6768.0000,0.0000,0.0000,4294967295.0000,6768.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.0000,6915.0000,0.0000,0.0000,4294967295.0000,6915.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.0000,7050.0000,0.0000,0.0000,4294967295.0000,7050.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.0000,7178.0000,0.0000,0.0000,4294967295.0000,7178.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36.0000,7300.0000,0.0000,0.0000,4294967295.0000,7300.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37.0000,7424.0000,0.0000,0.0000,4294967295.0000,7422.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38.0000,7564.0000,0.0000,0.0000,4294967295.0000,7564.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39.0000,7714.0000,0.0000,0.0000,4294967295.0000,7714.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40.0000,7835.0000,0.0000,0.0000,4294967295.0000,7835.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41.0000,7969.0000,0.0000,0.0000,4294967295.0000,7969.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42.0000,8115.0000,0.0000,0.0000,4294967295.0000,8115.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
43.0000,8260.0000,0.0000,0.0000,4294967295.0000,8260.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44.0000,8384.0000,0.0000,0.0000,4294967295.0000,8384.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45.0000,8512.0000,0.0000,0.0000,4294967295.0000,8512.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46.0000,8636.0000,0.0000,0.0000,4294967295.0000,8636.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47.0000,8778.0000,0.0000,0.0000,4294967295.0000,8778.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48.0000,8910.0000,0.0000,0.0000,4294967295.0000,8910.0000,0.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49.0000,9184.0000,0.0000,0.0000,4294967295.0000,9184.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50.0000,9313.0000,0.0000,0.0000,4294967295.0000,9313.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51.0000,9444.0000,0.0000,0.0000,4294967295.0000,9444.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52.0000,9571.0000,0.0000,0.0000,4294967295.0000,9571.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
53.0000,9717.0000,0.0000,0.0000,4294967295.0000,9717.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
54.0000,9857.0000,0.0000,0.0000,4294967295.0000,9857.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
55.0000,9984.0000,0.0000,0.0000,4294967295.0000,9984.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
56.0000,10109.0000,0.0000,0.0000,4294967295.0000,10109.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
57.0000,10246.0000,0.0000,0.0000,4294967295.0000,10246.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
58.0000,10371.0000,0.0000,0.0000,4294967295.0000,10371.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
59.0000,10512.0000,0.0000,0.0000,4294967295.0000,10512.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
60.0000,10637.0000,0.0000,0.0000,4294967295.0000,10637.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
61.0000,10767.0000,0.0000,0.0000,4294967295.0000,10767.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
62.0000,10899.0000,0.0000,0.0000,4294967295.0000,10899.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
63.0000,11040.0000,0.0000,0.0000,4294967295.0000,11040.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
64.0000,11170.0000,0.0000,0.0000,4294967295.0000,11170.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
65.0000,11300.0000,0.0000,0.0000,4294967295.0000,11300.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
66.0000,11425.0000,0.0000,0.0000,4294967295.0000,11425.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
67.0000,11551.0000,0.0000,0.0000,4294967295.0000,11551.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
68.0000,11676.0000,0.0000,0.0000,4294967295.0000,11676.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
69.0000,11810.0000,0.0000,0.0000,4294967295.0000,11810.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
70.0000,11942.0000,0.0000,0.0000,4294967295.0000,11942.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
71.0000,12135.0000,0.0000,0.0000,4294967295.0000,12135.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
72.0000,12258.0000,0.0000,0.0000,4294967295.0000,12258.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
73.0000,12389.0000,0.0000,0.0000,4294967295.0000,12389.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
74.0000,12523.0000,0.0000,0.0000,4294967295.0000,12523.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
75.0000,12667.0000,17953.0000,30072.0000,33.0000,22.0000,1.0000,42.0000,0.0000,1381.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
76.0000,12809.0000,17953.0000,30072.0000,33.0000,164.0000,0.0000,42.0000,0.0000,1381.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
77.0000,12925.0000,17953.0000,30072.0000,33.0000,280.0000,0.0000,42.0000,0.0000,1381.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
78.0000,13028.0000,17953.0000,30072.0000,33.0000,383.0000,0.0000,42.0000,0.0000,1381.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
79.0000,13122.0000,17953.0000,30072.0000,33.0000,477.0000,0.0000,42.0000,0.0000,1381.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
80.0000,13213.0000,17953.0000,30072.0000,33.0000,568.0000,0.0000,42.0000,0.0000,1381.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
81.0000,13305.0000,17953.0000,30072.0000,33.0000,660.0000,0.0000,42.0000,0.0000,1381.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
82.0000,13403.0000,17953.0000,30072.0000,33.0000,758.0000,0.0000,42.0000,0.0000,1381.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
83.0000,13507.0000,11966.0000,21368.0000,47.0000,1.0000,1.0000,42.0000,0.0000,982.0000,1488.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000,0.0000
84.0000,13600.0000,11967.0000,22348.0000,45.0000,0.0000,1.0000,42.0000,0.0000,982.0000,1488.0000,1488.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
85.0000,13711.0000,11966.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,982.0000,1489.0000,1487.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
86.0000,13852.0000,11966.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,983.0000,1487.0000,1487.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
87.0000,13967.0000,11966.0000,22350.0000,45.0000,4.0000,1.0000,42.0000,0.0000,982.0000,1489.0000,1488.0000,1480.0000,981.0000,982.0000,1490.0000,1490.0000
88.0000,14066.0000,11966.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,982.0000,1489.0000,1488.0000,1480.0000,985.0000,979.0000,1490.0000,1490.0000
89.0000,14184.0000,11965.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,982.0000,1493.0000,1483.0000,1480.0000,982.0000,981.0000,1490.0000,1492.0000
90.0000,14294.0000,11966.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,982.0000,1488.0000,1488.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
91.0000,14405.0000,11966.0000,22347.0000,45.0000,0.0000,1.0000,42.0000,0.0000,982.0000,1488.0000,1488.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
92.0000,14520.0000,11966.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,982.0000,1489.0000,1487.0000,1483.0000,982.0000,982.0000,1490.0000,1490.0000
93.0000,14638.0000,11955.0000,22350.0000,45.0000,5.0000,1.0000,42.0000,0.0000,982.0000,1488.0000,1488.0000,1491.0000,982.0000,981.0000,1490.0000,1490.0000
94.0000,14801.0000,11961.0000,22354.0000,45.0000,11.0000,1.0000,42.0000,0.0000,978.0000,1488.0000,1488.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
95.0000,14918.0000,11957.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,982.0000,1489.0000,1487.0000,1488.0000,982.0000,982.0000,1490.0000,1490.0000
96.0000,15044.0000,11957.0000,22350.0000,45.0000,8.0000,1.0000,42.0000,0.0000,982.0000,1489.0000,1487.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
97.0000,15204.0000,11957.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,981.0000,1489.0000,1488.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
98.0000,15326.0000,11957.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,982.0000,1489.0000,1488.0000,1488.0000,982.0000,982.0000,1490.0000,1490.0000
99.0000,15446.0000,11959.0000,22350.0000,45.0000,8.0000,1.0000,42.0000,0.0000,982.0000,1490.0000,1486.0000,1488.0000,981.0000,982.0000,1490.0000,1490.0000
100.0000,15606.0000,11959.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,981.0000,1489.0000,1488.0000,1487.0000,982.0000,982.0000,1490.0000,1490.0000
101.0000,15782.0000,11959.0000,22350.0000,45.0000,9.0000,1.0000,42.0000,0.0000,982.0000,1489.0000,1488.0000,1487.0000,982.0000,982.0000,1490.0000,1490.0000
102.0000,15909.0000,11965.0000,22350.0000,45.0000,2.0000,1.0000,42.0000,0.0000,982.0000,1489.0000,1488.0000,1481.0000,981.0000,982.0000,1490.0000,1490.0000
103.0000,16118.0000,11883.0000,22350.0000,45.0000,10.0000,1.0000,42.0000,0.0000,1091.0000,1489.0000,1488.0000,1476.0000,982.0000,982.0000,1490.0000,1491.0000
104.0000,16303.0000,11718.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1259.0000,1491.0000,1487.0000,1477.0000,982.0000,982.0000,1490.0000,1491.0000
105.0000,16476.0000,11642.0000,22350.0000,45.0000,10.0000,1.0000,42.0000,0.0000,1377.0000,1490.0000,1417.0000,1473.0000,982.0000,982.0000,1490.0000,1491.0000
106.0000,16654.0000,11700.0000,22350.0000,45.0000,9.0000,1.0000,42.0000,0.0000,1461.0000,1490.0000,1330.0000,1411.0000,982.0000,982.0000,1491.0000,1490.0000
107.0000,16840.0000,11886.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1577.0000,1490.0000,1210.0000,1250.0000,983.0000,981.0000,1490.0000,1490.0000
108.0000,17013.0000,11918.0000,22350.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1678.0000,1484.0000,1148.0000,1157.0000,982.0000,982.0000,1490.0000,1490.0000
109.0000,17220.0000,12163.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1741.0000,1283.0000,1086.0000,1114.0000,982.0000,982.0000,1490.0000,1490.0000
110.0000,17402.0000,12097.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1868.0000,1078.0000,1160.0000,1252.0000,984.0000,979.0000,1490.0000,1490.0000
111.0000,17588.0000,11905.0000,22350.0000,45.0000,4.0000,1.0000,42.0000,0.0000,1870.0000,985.0000,1250.0000,1432.0000,982.0000,982.0000,1490.0000,1490.0000
112.0000,17782.0000,11714.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1869.0000,988.0000,1379.0000,1472.0000,982.0000,982.0000,1490.0000,1490.0000
113.0000,17974.0000,11286.0000,22350.0000,45.0000,9.0000,1.0000,42.0000,0.0000,1902.0000,1320.0000,1488.0000,1474.0000,982.0000,982.0000,1490.0000,1490.0000
114.0000,18158.0000,11044.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1908.0000,1487.0000,1488.0000,1477.0000,985.0000,978.0000,1490.0000,1490.0000
115.0000,18439.0000,11040.0000,22350.0000,45.0000,5.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1480.0000,982.0000,981.0000,1490.0000,1490.0000
116.0000,18651.0000,11040.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1479.0000,982.0000,981.0000,1490.0000,1490.0000
117.0000,18843.0000,11022.0000,22350.0000,45.0000,7.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1497.0000,982.0000,982.0000,1490.0000,1490.0000
118.0000,19038.0000,11023.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1909.0000,1488.0000,1488.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
119.0000,19228.0000,11024.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1909.0000,1488.0000,1488.0000,1495.0000,982.0000,981.0000,1490.0000,1490.0000
120.0000,19420.0000,11024.0000,22350.0000,45.0000,2.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
121.0000,19607.0000,11024.0000,22350.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
122.0000,19805.0000,11026.0000,22352.0000,45.0000,7.0000,1.0000,42.0000,0.0000,1906.0000,1489.0000,1492.0000,1492.0000,982.0000,982.0000,1490.0000,1490.0000
123.0000,20016.0000,11024.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1495.0000,982.0000,982.0000,1490.0000,1490.0000
124.0000,20203.0000,11024.0000,22350.0000,45.0000,4.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1495.0000,982.0000,982.0000,1489.0000,1490.0000
125.0000,20404.0000,11024.0000,22350.0000,45.0000,3.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1495.0000,982.0000,982.0000,1490.0000,1490.0000
126.0000,20603.0000,11024.0000,22350.0000,45.0000,2.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1496.0000,982.0000,983.0000,1489.0000,1490.0000
127.0000,20816.0000,11024.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
128.0000,21012.0000,11024.0000,22350.0000,45.0000,8.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1496.0000,982.0000,984.0000,1488.0000,1490.0000
129.0000,21214.0000,11024.0000,22350.0000,45.0000,8.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
130.0000,21404.0000,11024.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1496.0000,982.0000,985.0000,1490.0000,1490.0000
131.0000,21596.0000,11024.0000,22350.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1495.0000,982.0000,982.0000,1490.0000,1491.0000
132.0000,21806.0000,11024.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1487.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
133.0000,22024.0000,11024.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1496.0000,985.0000,978.0000,1490.0000,1491.0000
134.0000,22232.0000,11024.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1908.0000,1488.0000,1488.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
135.0000,22447.0000,11024.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1495.0000,982.0000,982.0000,1490.0000,1490.0000
136.0000,22659.0000,11027.0000,22353.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1906.0000,1488.0000,1488.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
137.0000,22870.0000,11024.0000,22350.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1488.0000,1496.0000,982.0000,982.0000,1491.0000,1490.0000
138.0000,23077.0000,11024.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1908.0000,1489.0000,1487.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
139.0000,23317.0000,11026.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1908.0000,1487.0000,1488.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
140.0000,23555.0000,11022.0000,22347.0000,45.0000,3.0000,1.0000,42.0000,0.0000,1908.0000,1484.0000,1495.0000,1497.0000,982.0000,982.0000,1490.0000,1490.0000
141.0000,23764.0000,11042.0000,22349.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1861.0000,1488.0000,1528.0000,1475.0000,982.0000,982.0000,1490.0000,1490.0000
142.0000,23983.0000,11127.0000,22350.0000,45.0000,7.0000,1.0000,42.0000,0.0000,1710.0000,1524.0000,1578.0000,1448.0000,982.0000,981.0000,1491.0000,1490.0000
143.0000,24218.0000,11308.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1574.0000,1557.0000,1602.0000,1357.0000,984.0000,982.0000,1490.0000,1490.0000
144.0000,24433.0000,11361.0000,22350.0000,45.0000,10.0000,1.0000,42.0000,0.0000,1476.0000,1614.0000,1630.0000,1326.0000,982.0000,982.0000,1490.0000,1490.0000
145.0000,24640.0000,11346.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1396.0000,1696.0000,1681.0000,1286.0000,982.0000,982.0000,1490.0000,1490.0000
