Arduino to MATLAB PPM Reader; by Gabriel Staples; 3 April 2014
Note: all of the channel PPM values read in by the Arduino are one or more loop iterations old; ex (if we are only preloading the serial buffer with ONE data packet): the PPM values that the Arduino is grabbing this loop will not be read into MATLAB until the next loop; and the PPM values being recorded this loop are the values the Arduino grabbed during the previous loop.

1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
packet_num(-), Arduino time stamp--t(ms), PPM_gap, PPM_pd(us),PPM_freq(Hz), t_since_interrupt(ms), Tx_on(-),Bytes_avail_in_MATLAB_serial_buffer, Bad_packet_cnt,Ch1(us), Ch2(us), Ch3(us), Ch4(us), Ch5(us), Ch6(us), Ch7(us), Ch8(us)
24.0000,3038.0000,11178.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1487.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
25.0000,3185.0000,11178.0000,22346.0000,45.0000,6.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1487.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
26.0000,3302.0000,11179.0000,22351.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1769.0000,1491.0000,1486.0000,1480.0000,985.0000,978.0000,1490.0000,1490.0000
27.0000,3414.0000,11178.0000,22350.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1487.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
28.0000,3568.0000,11178.0000,22350.0000,45.0000,9.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1487.0000,1480.0000,982.0000,981.0000,1490.0000,1490.0000
29.0000,3731.0000,11179.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1487.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
30.0000,3857.0000,11179.0000,22350.0000,45.0000,6.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1486.0000,1480.0000,982.0000,982.0000,1490.0000,1491.0000
31.0000,3984.0000,11179.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1487.0000,1479.0000,982.0000,982.0000,1490.0000,1490.0000
32.0000,4170.0000,11179.0000,22350.0000,45.0000,7.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1486.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
33.0000,4318.0000,11177.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1487.0000,1480.0000,982.0000,982.0000,1490.0000,1490.0000
34.0000,4444.0000,11172.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1487.0000,1486.0000,982.0000,982.0000,1490.0000,1490.0000
35.0000,4563.0000,11160.0000,22351.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1769.0000,1490.0000,1487.0000,1499.0000,982.0000,982.0000,1490.0000,1490.0000
36.0000,4737.0000,11197.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1695.0000,1490.0000,1487.0000,1518.0000,982.0000,982.0000,1490.0000,1490.0000
37.0000,4858.0000,11243.0000,22346.0000,45.0000,3.0000,1.0000,42.0000,0.0000,1648.0000,1490.0000,1487.0000,1534.0000,982.0000,982.0000,1490.0000,1490.0000
38.0000,4989.0000,11310.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1568.0000,1493.0000,1484.0000,1532.0000,982.0000,982.0000,1490.0000,1490.0000
39.0000,5160.0000,11469.0000,22352.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1432.0000,1490.0000,1486.0000,1503.0000,982.0000,982.0000,1490.0000,1490.0000
40.0000,5326.0000,11625.0000,22350.0000,45.0000,2.0000,1.0000,42.0000,0.0000,1280.0000,1490.0000,1487.0000,1501.0000,982.0000,982.0000,1490.0000,1490.0000
41.0000,5452.0000,11707.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1224.0000,1490.0000,1487.0000,1496.0000,982.0000,982.0000,1490.0000,1490.0000
42.0000,5587.0000,11711.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1225.0000,1490.0000,1487.0000,1491.0000,982.0000,982.0000,1490.0000,1490.0000
43.0000,5753.0000,11713.0000,22350.0000,45.0000,4.0000,1.0000,42.0000,0.0000,1225.0000,1490.0000,1487.0000,1490.0000,982.0000,982.0000,1490.0000,1490.0000
44.0000,5938.0000,11713.0000,22350.0000,45.0000,11.0000,1.0000,0.0000,0.0000,1224.0000,1490.0000,1487.0000,1490.0000,985.0000,979.0000,1490.0000,1490.0000
45.0000,6162.0000,11713.0000,22351.0000,45.0000,10.0000,1.0000,42.0000,0.0000,1224.0000,1490.0000,1487.0000,1490.0000,981.0000,982.0000,1490.0000,1490.0000
46.0000,6325.0000,11713.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1224.0000,1490.0000,1487.0000,1490.0000,982.0000,982.0000,1490.0000,1490.0000
47.0000,6465.0000,11712.0000,22350.0000,45.0000,1.0000,1.0000,0.0000,0.0000,1225.0000,1490.0000,1487.0000,1490.0000,982.0000,982.0000,1491.0000,1490.0000
48.0000,6597.0000,11713.0000,22350.0000,45.0000,2.0000,1.0000,42.0000,0.0000,1225.0000,1490.0000,1487.0000,1490.0000,982.0000,982.0000,1490.0000,1490.0000
49.0000,6770.0000,11713.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1224.0000,1490.0000,1487.0000,1492.0000,980.0000,982.0000,1493.0000,1487.0000
50.0000,6942.0000,11713.0000,22350.0000,45.0000,8.0000,1.0000,42.0000,0.0000,1227.0000,1488.0000,1487.0000,1490.0000,982.0000,981.0000,1490.0000,1490.0000
51.0000,7127.0000,11791.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1225.0000,1506.0000,1392.0000,1490.0000,982.0000,982.0000,1490.0000,1490.0000
52.0000,7305.0000,11852.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1225.0000,1622.0000,1216.0000,1490.0000,982.0000,982.0000,1490.0000,1490.0000
53.0000,7443.0000,11864.0000,22350.0000,45.0000,2.0000,1.0000,42.0000,0.0000,1225.0000,1747.0000,1078.0000,1491.0000,981.0000,982.0000,1490.0000,1490.0000
54.0000,7589.0000,11879.0000,22350.0000,45.0000,8.0000,1.0000,42.0000,0.0000,1225.0000,1824.0000,990.0000,1490.0000,982.0000,982.0000,1490.0000,1490.0000
55.0000,7769.0000,11814.0000,22350.0000,45.0000,9.0000,1.0000,42.0000,0.0000,1225.0000,1906.0000,982.0000,1490.0000,982.0000,982.0000,1490.0000,1490.0000
56.0000,7948.0000,11713.0000,22350.0000,45.0000,8.0000,1.0000,42.0000,0.0000,1225.0000,1994.0000,983.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
57.0000,8138.0000,11713.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1225.0000,1994.0000,982.0000,1491.0000,980.0000,982.0000,1490.0000,1490.0000
58.0000,8331.0000,11718.0000,22350.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1226.0000,1974.0000,982.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
59.0000,8493.0000,11745.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1225.0000,1732.0000,1266.0000,1489.0000,982.0000,981.0000,1490.0000,1490.0000
60.0000,8643.0000,11648.0000,22350.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1225.0000,1539.0000,1487.0000,1488.0000,982.0000,981.0000,1490.0000,1490.0000
61.0000,8834.0000,11644.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1225.0000,1490.0000,1595.0000,1488.0000,982.0000,982.0000,1492.0000,1490.0000
62.0000,9044.0000,11469.0000,22350.0000,45.0000,9.0000,1.0000,42.0000,0.0000,1225.0000,1466.0000,1773.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
63.0000,9228.0000,11427.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1225.0000,1374.0000,1877.0000,1489.0000,982.0000,984.0000,1488.0000,1490.0000
64.0000,9384.0000,11470.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1224.0000,1257.0000,1947.0000,1488.0000,982.0000,982.0000,1490.0000,1490.0000
65.0000,9537.0000,11497.0000,22350.0000,45.0000,10.0000,1.0000,42.0000,0.0000,1225.0000,1181.0000,1997.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
66.0000,9728.0000,11596.0000,22350.0000,45.0000,2.0000,1.0000,42.0000,0.0000,1225.0000,1088.0000,1998.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
67.0000,9933.0000,11688.0000,22351.0000,45.0000,5.0000,1.0000,42.0000,0.0000,1224.0000,1000.0000,1999.0000,1488.0000,982.0000,982.0000,1491.0000,1490.0000
68.0000,10135.0000,11707.0000,22350.0000,45.0000,5.0000,1.0000,42.0000,0.0000,1225.0000,984.0000,1999.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
69.0000,10337.0000,11710.0000,22349.0000,45.0000,6.0000,1.0000,42.0000,0.0000,1225.0000,982.0000,1999.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
70.0000,10502.0000,11704.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1225.0000,1024.0000,1963.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
71.0000,10671.0000,11771.0000,22350.0000,45.0000,4.0000,1.0000,42.0000,0.0000,1224.0000,1085.0000,1818.0000,1489.0000,982.0000,982.0000,1491.0000,1490.0000
72.0000,10872.0000,11882.0000,22350.0000,45.0000,5.0000,1.0000,42.0000,0.0000,1226.0000,1127.0000,1670.0000,1489.0000,982.0000,982.0000,1490.0000,1493.0000
73.0000,11083.0000,11986.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1227.0000,1163.0000,1543.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
74.0000,11284.0000,11965.0000,22350.0000,45.0000,0.0000,1.0000,0.0000,0.0000,1225.0000,1244.0000,1491.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
75.0000,11497.0000,11883.0000,22350.0000,45.0000,4.0000,1.0000,42.0000,0.0000,1225.0000,1326.0000,1489.0000,1489.0000,982.0000,983.0000,1489.0000,1490.0000
76.0000,11703.0000,11816.0000,22351.0000,45.0000,8.0000,1.0000,42.0000,0.0000,1225.0000,1425.0000,1452.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
77.0000,11908.0000,11854.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1225.0000,1490.0000,1347.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
78.0000,12103.0000,11969.0000,22350.0000,45.0000,7.0000,1.0000,42.0000,0.0000,1224.0000,1491.0000,1216.0000,1488.0000,983.0000,981.0000,1491.0000,1492.0000
79.0000,12312.0000,12135.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1225.0000,1491.0000,1064.0000,1488.0000,982.0000,982.0000,1490.0000,1490.0000
80.0000,12493.0000,12168.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1225.0000,1493.0000,1030.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
81.0000,12668.0000,12054.0000,22349.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1224.0000,1493.0000,1144.0000,1488.0000,982.0000,982.0000,1490.0000,1490.0000
82.0000,12882.0000,11714.0000,22350.0000,45.0000,4.0000,1.0000,0.0000,0.0000,1224.0000,1493.0000,1485.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
83.0000,13116.0000,11713.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1225.0000,1493.0000,1485.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
84.0000,13342.0000,11713.0000,22350.0000,45.0000,0.0000,1.0000,42.0000,0.0000,1225.0000,1492.0000,1485.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
85.0000,13566.0000,11713.0000,22350.0000,45.0000,1.0000,1.0000,42.0000,0.0000,1224.0000,1493.0000,1485.0000,1489.0000,986.0000,978.0000,1490.0000,1490.0000
86.0000,13784.0000,11714.0000,22351.0000,45.0000,11.0000,1.0000,42.0000,0.0000,1224.0000,1493.0000,1485.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
87.0000,14006.0000,11713.0000,22350.0000,45.0000,9.0000,1.0000,42.0000,0.0000,1225.0000,1493.0000,1485.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
88.0000,14227.0000,11713.0000,22350.0000,45.0000,7.0000,1.0000,42.0000,0.0000,1224.0000,1493.0000,1486.0000,1488.0000,982.0000,982.0000,1490.0000,1490.0000
89.0000,14415.0000,11713.0000,22350.0000,45.0000,1.0000,1.0000,0.0000,0.0000,1225.0000,1493.0000,1485.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
90.0000,14636.0000,11713.0000,22350.0000,45.0000,3.0000,1.0000,42.0000,0.0000,1224.0000,1492.0000,1485.0000,1489.0000,982.0000,982.0000,1490.0000,1490.0000
